Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Shigella flexneri		strain: PNUSAE198137	623	PDT002366837.1	GCA_041865255.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29042	4364171	2024-09-09	4417	PRJNA218110	SAMN43528372
Shigella flexneri		strain: PNUSAE198140	623	PDT002366839.1	GCA_041865275.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29733	4535085	2024-09-09	4601	PRJNA218110	SAMN43528393
Shigella flexneri		strain: PNUSAE198139	623	PDT002366838.1	GCA_041865295.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28491	4473163	2024-09-09	4565	PRJNA218110	SAMN43528373
Shigella flexneri		strain: PNUSAE198134	623	PDT002366825.1	GCA_041865315.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29893	4519771	2024-09-09	4588	PRJNA218110	SAMN43527640
Shigella flexneri		strain: PNUSAE198133	623	PDT002366824.1	GCA_041865335.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29236	4434035	2024-09-09	4516	PRJNA218110	SAMN43527566
Shigella flexneri		strain: PNUSAE198135	623	PDT002366826.1	GCA_041865355.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33521	4443988	2024-09-09	4485	PRJNA218110	SAMN43527641
Shigella flexneri		strain: PNUSAE198136	623	PDT002366819.1	GCA_041865435.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27543	4452090	2024-09-09	4537	PRJNA218110	SAMN43527554
Shigella flexneri		strain: PNUSAE198041	623	PDT002366548.1	GCA_041868635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29477	4537279	2024-09-09	4622	PRJNA218110	SAMN43523871
Shigella flexneri		strain: PNUSAE198156	623	PDT002371451.1	GCA_041870865.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31881	4303787	2024-09-09	4363	PRJNA218110	SAMN43544104
Shigella flexneri		strain: PNUSAE198157	623	PDT002371452.1	GCA_041871425.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	43328	4891389	2024-09-09	4911	PRJNA218110	SAMN43544105
Shigella flexneri		strain: PNUSAE198141	623	PDT002372604.1	GCA_041876585.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29902	4481558	2024-09-09	4589	PRJNA218110	SAMN43548331
Shigella flexneri		strain: PNUSAE198088	623	PDT002372626.1	GCA_041878935.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27608	4377596	2024-09-09	4470	PRJNA218110	SAMN43548353
Shigella flexneri		strain: PNUSAE198446	623	PDT002373858.1	GCA_041879775.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32634	4493301	2024-09-10	4607	PRJNA218110	SAMN43553049
Shigella flexneri		strain: PNUSAE198447	623	PDT002373853.1	GCA_041879845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31881	4394213	2024-09-10	4477	PRJNA218110	SAMN43553052
Shigella flexneri		strain: PNUSAE198481	623	PDT002373844.1	GCA_041879975.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29893	4463161	2024-09-10	4543	PRJNA218110	SAMN43552481
Shigella flexneri		strain: 01596634	623	PDT002373915.1	GCA_041880695.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28544	4486316	2024-09-10	4557	PRJNA315192	SAMN43540900
Shigella flexneri		strain: 01597962	623	PDT002373912.1	GCA_041880735.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29562	4423063	2024-09-10	4526	PRJNA315192	SAMN43540899
Shigella flexneri		strain: 01597968	623	PDT002373900.1	GCA_041880825.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30999	4304564	2024-09-10	4341	PRJNA315192	SAMN43540887
Shigella flexneri		strain: 01597967	623	PDT002373886.1	GCA_041880845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29800	4408272	2024-09-10	4486	PRJNA315192	SAMN43540877
Shigella flexneri		strain: 01598155	623	PDT002373885.1	GCA_041880885.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29797	4497087	2024-09-10	4583	PRJNA315192	SAMN43540876
Shigella flexneri		strain: PNUSAE198482	623	PDT002373843.1	GCA_041881025.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32327	4334156	2024-09-10	4408	PRJNA218110	SAMN43552482
Shigella flexneri		strain: 01597819	623	PDT002373941.1	GCA_041884605.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28443	4510136	2024-09-10	4592	PRJNA315192	SAMN43541064
Shigella flexneri		strain: PNUSAE198284	623	PDT002373342.1	GCA_041886885.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34698	4525659	2024-09-10	4633	PRJNA218110	SAMN43549621
Shigella flexneri		strain: PNUSAE198285	623	PDT002373329.1	GCA_041887835.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32143	4398635	2024-09-10	4480	PRJNA218110	SAMN43549823
Shigella flexneri		strain: PNUSAE197422	623	PDT002372349.1	GCA_041888065.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30666	4444870	2024-09-10	4524	PRJNA218110	SAMN43547837
Shigella flexneri		strain: PNUSAE190371	623	PDT002372322.1	GCA_041888365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29418	4397591	2024-09-10	4474	PRJNA218110	SAMN43547740
Shigella flexneri		strain: PNUSAE198464	623	PDT002374898.1	GCA_041892165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30298	4541395	2024-09-10	4649	PRJNA218110	SAMN43561640
Shigella flexneri		strain: PNUSAE198461	623	PDT002374899.1	GCA_041892205.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30013	4452067	2024-09-10	4530	PRJNA218110	SAMN43561876
Shigella flexneri		strain: PNUSAE198469	623	PDT002374872.1	GCA_041892485.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32125	4340764	2024-09-10	4416	PRJNA218110	SAMN43561639
Shigella flexneri		strain: PNUSAE198467	623	PDT002374868.1	GCA_041892535.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29418	4399711	2024-09-10	4491	PRJNA218110	SAMN43561635
Shigella flexneri		strain: PNUSAE198474	623	PDT002374867.1	GCA_041892555.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29893	4546774	2024-09-10	4665	PRJNA218110	SAMN43561632
Shigella flexneri		strain: PNUSAE198475	623	PDT002374865.1	GCA_041892575.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29800	4507891	2024-09-10	4626	PRJNA218110	SAMN43561633
Shigella flexneri		strain: PNUSAE198471	623	PDT002374862.1	GCA_041892595.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30584	4438352	2024-09-10	4546	PRJNA218110	SAMN43561634
Shigella flexneri		strain: PNUSAE198470	623	PDT002374859.1	GCA_041892635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33535	4432466	2024-09-10	4516	PRJNA218110	SAMN43561623
Shigella flexneri		strain: PNUSAE198476	623	PDT002374860.1	GCA_041892675.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31599	4403343	2024-09-10	4504	PRJNA218110	SAMN43561624
Shigella flexneri		strain: PNUSAE198465	623	PDT002374855.1	GCA_041892755.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25536	4454261	2024-09-10	4488	PRJNA218110	SAMN43561530
Shigella flexneri		strain: PNUSAE198466	623	PDT002374856.1	GCA_041893635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31677	4394663	2024-09-10	4489	PRJNA218110	SAMN43561531
Shigella flexneri		strain: PNUSAE198485	623	PDT002374803.1	GCA_041893785.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29893	4561354	2024-09-10	4677	PRJNA218110	SAMN43561257
Shigella flexneri		strain: PNUSAE198463	623	PDT002374892.1	GCA_041893985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30584	4466266	2024-09-10	4633	PRJNA218110	SAMN43561877
Shigella flexneri		strain: PNUSAE198462	623	PDT002374866.1	GCA_041894125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30662	4567590	2024-09-10	4690	PRJNA218110	SAMN43561636
Shigella flexneri		strain: PNUSAE198472	623	PDT002376266.2	GCA_041896625.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30297	4546378	2024-09-11	4654	PRJNA218110	SAMN43562739
Shigella flexneri		strain: PNUSAE198460	623	PDT002376262.2	GCA_041896705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31599	4414193	2024-09-11	4511	PRJNA218110	SAMN43562740
Shigella flexneri		strain: PNUSAE198527	623	PDT002376216.2	GCA_041896865.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29895	4507837	2024-09-11	4584	PRJNA218110	SAMN43562127
Shigella flexneri		strain: PNUSAE198528	623	PDT002376215.2	GCA_041896905.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31186	4480058	2024-09-11	4589	PRJNA218110	SAMN43562126
Shigella flexneri		strain: 01597887	623	PDT002377056.1	GCA_041896985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28906	4382843	2024-09-11	4534	PRJNA315192	SAMN43553036
Shigella flexneri		strain: PNUSAE198468	623	PDT002376222.2	GCA_041897465.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31881	4297677	2024-09-11	4362	PRJNA218110	SAMN43562531
Shigella flexneri		strain: PNUSAE198631	623	PDT002376434.1	GCA_041898065.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29329	4349107	2024-09-11	4417	PRJNA218110	SAMN43567901
Shigella flexneri		strain: PNUSAE198630	623	PDT002376499.1	GCA_041898205.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32142	4491757	2024-09-11	4608	PRJNA218110	SAMN43568117
Shigella flexneri		strain: PNUSAE198627	623	PDT002376509.1	GCA_041898235.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33386	4540886	2024-09-11	4660	PRJNA218110	SAMN43568118
Shigella flexneri		strain: PNUSAE198633	623	PDT002376474.1	GCA_041898305.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	134942	5023401	2024-09-11	4915	PRJNA218110	SAMN43568077
Shigella flexneri		strain: PNUSAE198632	623	PDT002376435.1	GCA_041898555.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29510	4488469	2024-09-11	4589	PRJNA218110	SAMN43567900
Shigella flexneri		strain: 22AP	623	ASM4192255v1	GCA_041922555.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	261331	4847352	2024-09-14	4768	PRJNA1092454	SAMN43533036
Shigella flexneri		strain: 22BP	623	ASM4192284v1	GCA_041922845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	239092	5098027	2024-09-14	5429	PRJNA1092454	SAMN43533037
Shigella flexneri		strain: 403127	623	403127	GCA_042008285.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4631379	4826393	2024-09-19	5031	PRJNA1133736	SAMN42384476
Shigella flexneri		strain: 401192	623	401192	GCA_042009075.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4635312	4831903	2024-09-19	5044	PRJNA1133736	SAMN42384475
Shigella flexneri		strain: 100537	623	100537	GCA_042009085.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4694836	4879772	2024-09-19	5092	PRJNA1133736	SAMN42384474
Shigella flexneri		strain: 102751	623	102751	GCA_042009255.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4637490	4930867	2024-09-19	5129	PRJNA1133736	SAMN42384473
Shigella flexneri		strain: 603020	623	603020	GCA_042009905.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4683211	4882607	2024-09-19	5201	PRJNA1133736	SAMN42384472
Shigella flexneri		strain: 600717	623	600717	GCA_042010675.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4651652	4848082	2024-09-19	5057	PRJNA1133736	SAMN42384471
Shigella flexneri		strain: 600006	623	600006	GCA_042011445.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4666868	4876565	2024-09-19	5075	PRJNA1133736	SAMN42384470
Shigella flexneri		strain: 604193	623	604193	GCA_042012155.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4695879	4900520	2024-09-19	5224	PRJNA1133736	SAMN42384469
Shigella flexneri		strain: 702865	623	702865	GCA_042012845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4723129	4944973	2024-09-19	5161	PRJNA1133736	SAMN42384468
Shigella flexneri		strain: 700302	623	700302	GCA_042013535.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4718931	5017430	2024-09-19	5236	PRJNA1133736	SAMN42384467
Shigella flexneri		strain: 703427	623	703427	GCA_042014305.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4699891	4906234	2024-09-19	5122	PRJNA1133736	SAMN42384466
Shigella flexneri		strain: Shig235	623	ASM4213869v1	GCA_042138695.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28619	4381782	2024-09-22	4679	PRJNA1161031	SAMN43766647
Shigella flexneri		strain: Shig697	623	ASM4213870v1	GCA_042138705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24993	4669673	2024-09-22	5020	PRJNA1161031	SAMN43766648
Shigella flexneri		strain: STD 4.330	623	ASM4213874v1	GCA_042138745.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29956	4541162	2024-09-22	4803	PRJNA1161031	SAMN43766643
Shigella flexneri		strain: STD 3.731	623	ASM4213875v1	GCA_042138755.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	22859	4745859	2024-09-22	5154	PRJNA1161031	SAMN43766644
Shigella flexneri		strain: Shig356	623	ASM4213882v1	GCA_042138825.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24237	4798102	2024-09-22	5192	PRJNA1161031	SAMN43766639
Shigella flexneri		strain: 01605253	623	PDT002389462.1	GCA_042143045.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30014	4314126	2024-09-23	4417	PRJNA315192	SAMN43851212
Shigella flexneri		strain: 01605091	623	PDT002389450.1	GCA_042143185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30080	4349999	2024-09-23	4393	PRJNA315192	SAMN43851203
Shigella flexneri		strain: 01605088	623	PDT002389427.1	GCA_042143405.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30922	4243035	2024-09-23	4244	PRJNA315192	SAMN43851175
Shigella flexneri		strain: 01605090	623	PDT002389420.1	GCA_042143505.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29515	4148041	2024-09-23	4195	PRJNA315192	SAMN43851165
Shigella flexneri		strain: PNUSAE199212	623	PDT002389145.1	GCA_042144605.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29893	4480945	2024-09-23	4643	PRJNA218110	SAMN43851204
Shigella flexneri		strain: PNUSAE199215	623	PDT002389147.1	GCA_042144685.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31599	4408359	2024-09-23	4545	PRJNA218110	SAMN43851210
Shigella flexneri		strain: PNUSAE199216	623	PDT002389144.1	GCA_042144995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31598	4424893	2024-09-23	4576	PRJNA218110	SAMN43851196
Shigella flexneri		strain: 01604118	623	PDT002389476.1	GCA_042145855.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29236	4335411	2024-09-23	4454	PRJNA315192	SAMN43851233
Shigella flexneri		strain: 01604097	623	PDT002388596.1	GCA_042150945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28883	4452858	2024-09-23	4620	PRJNA315192	SAMN43817019
Shigella flexneri		strain: 01603264	623	PDT002388595.1	GCA_042150965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29636	4388680	2024-09-23	4524	PRJNA315192	SAMN43817018
Shigella flexneri		strain: 01603120	623	PDT002388574.1	GCA_042151275.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29043	4490790	2024-09-23	4641	PRJNA315192	SAMN43816917
Shigella flexneri		strain: 01603272	623	PDT002388549.1	GCA_042151945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	26411	4528495	2024-09-23	4691	PRJNA315192	SAMN43816665
Shigella flexneri		strain: 01603096	623	PDT002388547.1	GCA_042151975.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29636	4330682	2024-09-23	4441	PRJNA315192	SAMN43816667
Shigella flexneri		strain: PNUSAE199199	623	PDT002388431.1	GCA_042154325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29734	4417182	2024-09-23	4582	PRJNA218110	SAMN43831500
Shigella flexneri		strain: PNUSAE199226	623	PDT002390131.1	GCA_042155255.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29477	4502358	2024-09-23	4657	PRJNA218110	SAMN43883205
Shigella flexneri		strain: PNUSAE199177	623	PDT002388372.1	GCA_042155695.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31186	4497574	2024-09-23	4673	PRJNA218110	SAMN43828407
Shigella flexneri		strain: PNUSAE199168	623	PDT002388373.1	GCA_042155705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	20658	4296666	2024-09-23	4502	PRJNA218110	SAMN43828419
Shigella flexneri		strain: PNUSAE199242	623	PDT002390468.1	GCA_042166215.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	18001	4491188	2024-09-24	4704	PRJNA218110	SAMN43889908
Shigella flexneri		strain: PNUSAE199237	623	PDT002390463.1	GCA_042167275.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28092	4370702	2024-09-24	4526	PRJNA218110	SAMN43889438
Shigella flexneri		strain: PNUSAE199236	623	PDT002390460.1	GCA_042167315.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28446	4523362	2024-09-24	4690	PRJNA218110	SAMN43889428
Shigella flexneri		strain: PNUSAE194023	623	PDT002387422.1	GCA_042168045.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29082	4437245	2024-09-24	4578	PRJNA218110	SAMN43785179
Shigella flexneri		strain: 01602268	623	PDT002387349.1	GCA_042170515.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29628	4272258	2024-09-24	4448	PRJNA315192	SAMN43778023
Shigella flexneri		strain: 01600976	623	PDT002387334.1	GCA_042170765.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29261	4393262	2024-09-24	4602	PRJNA315192	SAMN43777959
Shigella flexneri		strain: 01602702	623	PDT002387331.1	GCA_042170805.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27154	4363635	2024-09-24	4532	PRJNA315192	SAMN43777728
Shigella flexneri		strain: 01597892	623	PDT002387323.1	GCA_042170905.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	22435	4356298	2024-09-24	4763	PRJNA315192	SAMN43777714
Shigella flexneri		strain: 01602703	623	PDT002387322.1	GCA_042170965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27536	4414784	2024-09-24	4583	PRJNA315192	SAMN43777715
Shigella flexneri		strain: 01600964	623	PDT002387307.1	GCA_042171245.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28406	4469438	2024-09-24	4602	PRJNA315192	SAMN43777633
Shigella flexneri		strain: PNUSAE199305	623	PDT002391195.1	GCA_042173845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29236	4291873	2024-09-24	4430	PRJNA218110	SAMN43897666
Shigella flexneri		strain: PNUSAE199307	623	PDT002391196.1	GCA_042173855.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29235	4294071	2024-09-24	4418	PRJNA218110	SAMN43897668
Shigella flexneri		strain: PNUSAE199306	623	PDT002391193.1	GCA_042173965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29082	4425479	2024-09-24	4594	PRJNA218110	SAMN43897607
Shigella flexneri		strain: PNUSAE199304	623	PDT002391192.1	GCA_042173985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32845	4572297	2024-09-24	4734	PRJNA218110	SAMN43897597
Shigella flexneri		strain: PNUSAE199301	623	PDT002391190.1	GCA_042174045.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25648	4530297	2024-09-24	4674	PRJNA218110	SAMN43897598
Shigella flexneri		strain: PNUSAE199300	623	PDT002391188.1	GCA_042174085.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29895	4412432	2024-09-24	4563	PRJNA218110	SAMN43897103
Shigella flexneri		strain: 01607490	623	PDT002391323.1	GCA_042177265.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28968	4424605	2024-09-24	4554	PRJNA315192	SAMN43879954
Shigella flexneri		strain: 01605032	623	PDT002391311.1	GCA_042177285.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29049	4358341	2024-09-24	4482	PRJNA315192	SAMN43879913
Shigella flexneri		strain: 01607487	623	PDT002391309.1	GCA_042177305.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31105	4398222	2024-09-24	4523	PRJNA315192	SAMN43879901
Shigella flexneri		strain: 01607489	623	PDT002391306.1	GCA_042177345.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27687	4375737	2024-09-24	4526	PRJNA315192	SAMN43879900
Shigella flexneri		strain: 01604101	623	PDT002391302.1	GCA_042177365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27388	4267297	2024-09-24	4499	PRJNA315192	SAMN43879906
Shigella flexneri		strain: 01605028	623	PDT002391319.1	GCA_042178125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29050	4416164	2024-09-24	4535	PRJNA315192	SAMN43879944
Shigella flexneri		strain: PNUSAE199245	623	PDT002390508.1	GCA_042178985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21447	4550272	2024-09-24	4763	PRJNA218110	SAMN43893292
Shigella flexneri		strain: PNUSAE199247	623	PDT002390507.1	GCA_042179045.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	20521	4415491	2024-09-24	4627	PRJNA218110	SAMN43892301
Shigella flexneri		strain: PNUSAE199248	623	PDT002390503.1	GCA_042179085.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21514	4544069	2024-09-24	4735	PRJNA218110	SAMN43889986
Shigella flexneri		strain: PNUSAE199246	623	PDT002390496.1	GCA_042179165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21244	4340750	2024-09-24	4514	PRJNA218110	SAMN43889987
Shigella flexneri		strain: PNUSAE199241	623	PDT002390491.1	GCA_042179305.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	22401	4429317	2024-09-24	4581	PRJNA218110	SAMN43889943
Shigella flexneri		strain: PNUSAE199244	623	PDT002390482.1	GCA_042179465.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	18524	4340698	2024-09-24	4529	PRJNA218110	SAMN43889947
Shigella flexneri		strain: 01602705	623	PDT002385916.1	GCA_042190905.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27677	4328277	2024-09-24	4497	PRJNA315192	SAMN43778024
Shigella flexneri		strain: 01602704	623	PDT002385913.1	GCA_042191005.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29467	4504211	2024-09-24	4638	PRJNA315192	SAMN43778002
Shigella flexneri		strain: 01600973	623	PDT002385910.1	GCA_042191065.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31536	4523175	2024-09-24	4602	PRJNA315192	SAMN43777751
Shigella flexneri		strain: 01602701	623	PDT002385911.1	GCA_042191125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31768	4339484	2024-09-24	4423	PRJNA315192	SAMN43777993
Shigella flexneri		strain: 01602272	623	PDT002385907.1	GCA_042191145.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30012	4462044	2024-09-24	4616	PRJNA315192	SAMN43777721
Shigella flexneri		strain: 01600977	623	PDT002385895.1	GCA_042191365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	19880	4343584	2024-09-24	4535	PRJNA315192	SAMN43777695
Shigella flexneri		strain: 01602270	623	PDT002385893.1	GCA_042191385.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28859	4440201	2024-09-24	4603	PRJNA315192	SAMN43777690
Shigella flexneri		strain: 01602271	623	PDT002385890.1	GCA_042191615.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29466	4453100	2024-09-24	4576	PRJNA315192	SAMN43777638
Shigella flexneri		strain: 01602698	623	PDT002385891.1	GCA_042191635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29044	4503571	2024-09-24	4648	PRJNA315192	SAMN43777635
Shigella flexneri		strain: 01604099	623	PDT002391329.1	GCA_042192115.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25371	4140460	2024-09-24	4327	PRJNA315192	SAMN43879955
