Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Escherichia coli	E. coli	strain: WP7-S17-ESBL-04	562	ASM1416947v1	GCF_014169475.1	RefSeq	GCF_014169475.1-RS_2024_06_26	Complete Genome	4733200	4964366	2020-07-21	4863	PRJDB6962	SAMD00194555
Escherichia coli	E. coli	strain: WP7-S18-ESBL-09	562	ASM1416957v1	GCF_014169575.1	RefSeq	GCF_014169575.1-RS_2024_06_26	Complete Genome	5205472	5435456	2020-07-21	5344	PRJDB6962	SAMD00194579
Escherichia coli	E. coli	strain: WP8-S17-ESBL-05	562	ASM1416959v1	GCF_014169595.1	RefSeq	GCF_014169595.1-RS_2024_06_26	Complete Genome	4814091	5065434	2020-07-21	4924	PRJDB6962	SAMD00194597
Escherichia coli	E. coli	strain: WP8-S17-ESBL-12	562	ASM1416961v1	GCF_014169615.1	RefSeq	GCF_014169615.1-RS_2024_06_26	Complete Genome	4978079	5280665	2020-07-21	5174	PRJDB6962	SAMD00194604
Escherichia coli	E. coli	strain: WP8-S18-CRE-02	562	ASM1416969v1	GCF_014169695.1	RefSeq	GCF_014169695.1-RS_2024_06_26	Complete Genome	4693292	5016101	2020-07-21	5010	PRJDB6962	SAMD00194621
Escherichia coli	E. coli	strain: WP8-S18-ESBL-07	562	ASM1416977v1	GCF_014169775.1	RefSeq	GCF_014169775.1-RS_2024_06_26	Complete Genome	4907327	5125148	2020-07-21	4991	PRJDB6962	SAMD00194629
Escherichia coli	E. coli	strain: WP9-S17-ESBL-11	562	ASM1416985v1	GCF_014169855.1	RefSeq	GCF_014169855.1-RS_2024_06_27	Complete Genome	5232187	5441804	2020-07-21	5314	PRJDB6962	SAMD00194670
Escherichia coli	E. coli	strain: BEC1-S17-ESBL-07	562	ASM1416989v1	GCF_014169895.1	RefSeq	GCF_014169895.1-RS_2024_06_27	Complete Genome	4665448	4774704	2020-07-21	4610	PRJDB6962	SAMD00194704
Escherichia coli	E. coli	strain: BEC1-S17-ESBL-09	562	ASM1416991v1	GCF_014169915.1	RefSeq	GCF_014169915.1-RS_2024_06_27	Complete Genome	5121071	5335413	2020-07-21	5246	PRJDB6962	SAMD00194706
Escherichia coli	E. coli	strain: IDR1900005638-01-02	562	ASM1416999v1	GCF_014169995.1	RefSeq	GCF_014169995.1-RS_2024_06_27	Complete Genome	4702170	4779842	2020-08-12	4596	PRJNA636827	SAMN15086849
Escherichia coli	E. coli	strain: 181.1	562	ASM1417061v1	GCF_014170615.1	RefSeq	GCF_014170615.1-RS_2024_06_27	Complete Genome	5109016	5517904	2020-08-12	5573	PRJNA596173	SAMN13613900
Escherichia coli	E. coli	strain: 81.1	562	ASM1417063v1	GCF_014170635.1	RefSeq	GCF_014170635.1-RS_2024_06_26	Chromosome	5134757	5474731	2020-08-12	5401	PRJNA596173	SAMN13613899
Escherichia coli	E. coli	strain: 64.1	562	ASM1417067v1	GCF_014170675.1	RefSeq	GCF_014170675.1-RS_2024_06_26	Complete Genome	5145105	5487002	2020-08-12	5415	PRJNA596173	SAMN13613898
Escherichia coli	E. coli	strain: 162.2	562	ASM1417073v1	GCF_014170735.1	RefSeq	GCF_014170735.1-RS_2024_06_27	Complete Genome	4650924	4750867	2020-08-12	4646	PRJNA596173	SAMN13613895
Escherichia coli	E. coli	strain: 28.1	562	ASM1417086v1	GCF_014170865.1	RefSeq	GCF_014170865.1-RS_2024_06_27	Chromosome	4801184	5108453	2020-08-12	4995	PRJNA596173	SAMN13613893
Escherichia coli	E. coli	strain: 268.2	562	ASM1417097v1	GCF_014170975.1	RefSeq	GCF_014170975.1-RS_2024_06_26	Complete Genome	4883081	5073447	2020-08-12	4968	PRJNA596173	SAMN13613889
Escherichia coli	E. coli	strain: 98.1	562	ASM1417099v1	GCF_014170995.1	RefSeq	GCF_014170995.1-RS_2024_06_26	Chromosome	4805274	4904970	2020-08-12	4787	PRJNA596173	SAMN13613886
Escherichia coli	E. coli	strain: WP4-S18-ESBL-07	562	ASM1417101v1	GCF_014171015.1	RefSeq	GCF_014171015.1-RS_2024_06_26	Complete Genome	4996252	5459758	2020-07-21	5293	PRJDB6962	SAMD00194481
Escherichia coli	E. coli	strain: N18-04097	562	ASM1418939v1	GCF_014189395.1	RefSeq	GCF_014189395.1-RS_2024_06_26	Complete Genome	4774769	5030994	2020-08-14	4940	PRJNA534306	SAMN11506046
Escherichia coli	E. coli	strain: RH-001-CS	562	ASM1421635v1	GCF_014216355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	14125	5689720	2020-08-17	5474	PRJNA607650	SAMN14342432
Escherichia coli	E. coli	strain: RH-001-MS	562	ASM1421637v1	GCF_014216375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	6505	5699294	2020-08-17	5685	PRJNA607650	SAMN14342433
Escherichia coli	E. coli	strain: RH-001-WU	562	ASM1421639v1	GCF_014216395.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	17662	5735333	2020-08-17	5397	PRJNA607650	SAMN14342434
Escherichia coli	E. coli	strain: RH-004-CS	562	ASM1421641v1	GCF_014216415.1	RefSeq	GCF_014216415.1-RS_2024_06_26	Chromosome	74331	5552603	2020-08-17	4601	PRJNA607650	SAMN14342435
Escherichia coli	E. coli	strain: RH-004-WU	562	ASM1421643v1	GCF_014216435.1	RefSeq	GCF_014216435.1-RS_2024_06_26	Chromosome	126681	5656457	2020-08-17	4757	PRJNA607650	SAMN14342437
Escherichia coli	E. coli	strain: RH-004-MS	562	ASM1421645v1	GCF_014216455.1	RefSeq	GCF_014216455.1-RS_2024_06_26	Chromosome	116471	5818100	2020-08-17	4615	PRJNA607650	SAMN14342436
Escherichia coli	E. coli	strain: RH-024-CS	562	ASM1421647v1	GCF_014216475.1	RefSeq	GCF_014216475.1-RS_2024_06_26	Chromosome	50446	5816894	2020-08-17	5096	PRJNA607650	SAMN14342438
Escherichia coli	E. coli	strain: RH-024-MS	562	ASM1421655v1	GCF_014216555.1	RefSeq	GCF_014216555.1-RS_2024_06_26	Chromosome	120590	5907241	2020-08-17	5063	PRJNA607650	SAMN14342439
Escherichia coli	E. coli	strain: RH-024-WU	562	ASM1421667v1	GCF_014216675.1	RefSeq	GCF_014216675.1-RS_2024_06_26	Chromosome	113432	6442898	2020-08-17	5052	PRJNA607650	SAMN14342440
Escherichia coli	E. coli	strain: RH-045-CS	562	ASM1421669v1	GCF_014216695.1	RefSeq	GCF_014216695.1-RS_2024_06_26	Chromosome	196974	7622298	2020-08-17	5596	PRJNA607650	SAMN14342441
Escherichia coli	E. coli	strain: RH-045-MS	562	ASM1421671v1	GCF_014216715.1	RefSeq	GCF_014216715.1-RS_2024_06_26	Chromosome	91736	6042336	2020-08-17	5210	PRJNA607650	SAMN14342442
Escherichia coli	E. coli	strain: RH-045-WU	562	ASM1421673v1	GCF_014216735.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	19241	5678846	2020-08-17	5278	PRJNA607650	SAMN14342443
Escherichia coli	E. coli	strain: RH-048-CS	562	ASM1421675v1	GCF_014216755.1	RefSeq	GCF_014216755.1-RS_2024_06_26	Chromosome	154976	7567896	2020-08-17	5470	PRJNA607650	SAMN14342444
Escherichia coli	E. coli	strain: RH-048-MS	562	ASM1421677v1	GCF_014216775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	15349	5879432	2020-08-17	5519	PRJNA607650	SAMN14342445
Escherichia coli	E. coli	strain: RH-048-WU	562	ASM1421679v1	GCF_014216795.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	11701	5762553	2020-08-17	5466	PRJNA607650	SAMN14342446
Escherichia coli	E. coli	strain: RM-055-CS	562	ASM1421681v1	GCF_014216815.1	RefSeq	GCF_014216815.1-RS_2024_06_26	Chromosome	133513	7058308	2020-08-17	5020	PRJNA607650	SAMN14342447
Escherichia coli	E. coli	strain: RM-055-MS	562	ASM1421683v1	GCF_014216835.1	RefSeq	GCF_014216835.1-RS_2024_06_26	Chromosome	45467	6416645	2020-08-17	5170	PRJNA607650	SAMN14342448
Escherichia coli	E. coli	strain: RM-055-WU	562	ASM1421687v1	GCF_014216875.1	RefSeq	GCF_014216875.1-RS_2024_06_26	Chromosome	44496	6324716	2020-08-17	5197	PRJNA607650	SAMN14342449
Escherichia coli	E. coli	strain: RM-065-CS	562	ASM1421689v1	GCF_014216895.1	RefSeq	GCF_014216895.1-RS_2024_06_26	Chromosome	29455	6406460	2020-08-17	5599	PRJNA607650	SAMN14342450
Escherichia coli	E. coli	strain: RM-065-MS	562	ASM1421691v1	GCF_014216915.1	RefSeq	GCF_014216915.1-RS_2024_06_26	Chromosome	151417	6051927	2020-08-17	4609	PRJNA607650	SAMN14342451
Escherichia coli	E. coli	strain: RM-065-WU	562	ASM1421693v1	GCF_014216935.1	RefSeq	GCF_014216935.1-RS_2024_06_26	Chromosome	125797	6328852	2020-08-17	4811	PRJNA607650	SAMN14342452
Escherichia coli	E. coli	strain: RM-069-CS	562	ASM1421695v1	GCF_014216955.1	RefSeq	GCF_014216955.1-RS_2024_06_26	Chromosome	25089	6624202	2020-08-17	6041	PRJNA607650	SAMN14342453
Escherichia coli	E. coli	strain: RM-069-MS	562	ASM1421697v1	GCF_014216975.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	8447	5982254	2020-08-17	6268	PRJNA607650	SAMN14342454
Escherichia coli	E. coli	strain: RM-069-WU	562	ASM1421699v1	GCF_014216995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	16398	6607152	2020-08-17	6227	PRJNA607650	SAMN14342455
Escherichia coli	E. coli	strain: RM-096-CS	562	ASM1421701v1	GCF_014217015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	15659	6654931	2020-08-17	6536	PRJNA607650	SAMN14342456
Escherichia coli	E. coli	strain: RM-096-MS	562	ASM1421703v1	GCF_014217035.1	RefSeq	GCF_014217035.1-RS_2024_06_26	Chromosome	21616	7052108	2020-08-17	7188	PRJNA607650	SAMN14342457
Escherichia coli	E. coli	strain: RM-096-WU	562	ASM1421705v1	GCF_014217055.1	RefSeq	GCF_014217055.1-RS_2024_06_27	Chromosome	127386	6387278	2020-08-17	4587	PRJNA607650	SAMN14342458
Escherichia coli	E. coli	strain: RM-103-CS	562	ASM1421707v1	GCF_014217075.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	11357	5747079	2020-08-17	5766	PRJNA607650	SAMN14342459
Escherichia coli	E. coli	strain: RM-103-MS	562	ASM1421709v1	GCF_014217095.1	RefSeq	GCF_014217095.1-RS_2024_06_27	Chromosome	22700	5707033	2020-08-17	5357	PRJNA607650	SAMN14342460
Escherichia coli	E. coli	strain: RM-103-WU	562	ASM1421711v1	GCF_014217115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	15690	6289064	2020-08-17	5974	PRJNA607650	SAMN14342461
Escherichia coli O25b:H4-ST131		strain: 2019_APHA	941322	ASM1421713v1	GCF_014217135.1	RefSeq	GCF_014217135.1-RS_2024_06_27	Complete Genome	5065981	5190371	2020-08-17	5102	PRJNA625187	SAMN14594835
Escherichia coli O25b:H4-ST131		strain: 2017_APHA	941322	ASM1421715v1	GCF_014217155.1	RefSeq	GCF_014217155.1-RS_2024_06_26	Complete Genome	4988271	5144044	2020-08-17	5055	PRJNA625187	SAMN14594834
Escherichia coli CFT073		strain: CFT073	199310	ASM1426294v1	GCF_014262945.1	RefSeq	GCF_014262945.1-RS_2024_06_27	Complete Genome	5242376	5242376	2020-08-21	5097	PRJNA624646	SAMN14575425
Escherichia coli BL21		strain: BL21	511693	ASM1426337v1	GCF_014263375.1	RefSeq	GCF_014263375.1-RS_2024_06_26	Complete Genome	4528118	4528118	2020-08-21	4413	PRJNA588095	SAMN15681552
Escherichia coli	E. coli	strain: G8	562	ASM1429521v1	GCF_014295215.1	RefSeq	GCF_014295215.1-RS_2024_06_26	Complete Genome	5295653	5404155	2020-08-25	5435	PRJNA650131	SAMN15693150
Escherichia coli	E. coli	strain: G6/7	562	ASM1429523v1	GCF_014295235.1	RefSeq	GCF_014295235.1-RS_2024_06_26	Complete Genome	5326222	5434724	2020-08-25	5463	PRJNA650131	SAMN15693149
Escherichia coli	E. coli	strain: G4/9	562	ASM1429525v1	GCF_014295255.1	RefSeq	GCF_014295255.1-RS_2024_06_26	Complete Genome	4672168	4673472	2020-08-25	4501	PRJNA650131	SAMN15693147
Escherichia coli	E. coli	strain: G3/10	562	ASM1429527v1	GCF_014295275.1	RefSeq	GCF_014295275.1-RS_2024_06_26	Complete Genome	4953189	5115106	2020-08-25	5066	PRJNA650131	SAMN15693146
Escherichia coli	E. coli	strain: G5	562	ASM1429529v1	GCF_014295295.1	RefSeq	GCF_014295295.1-RS_2024_06_26	Complete Genome	4844012	5052732	2020-08-25	4973	PRJNA650131	SAMN15693148
Escherichia coli	E. coli	strain: G1/2	562	ASM1429531v1	GCF_014295315.1	RefSeq	GCF_014295315.1-RS_2024_06_26	Complete Genome	5288297	5288297	2020-08-25	5267	PRJNA650131	SAMN15693145
Escherichia coli	E. coli	strain: MFDpir	562	ASM1433850v1	GCF_014338505.1	RefSeq	GCF_014338505.1-RS_2024_06_27	Complete Genome	4686434	4686434	2020-08-31	4591	PRJNA658821	SAMN15889825
Escherichia coli	E. coli	strain: ST18	562	ASM1433852v1	GCF_014338525.1	RefSeq	GCF_014338525.1-RS_2024_06_27	Complete Genome	4825686	4825686	2020-08-31	4770	PRJNA658821	SAMN15889824
Escherichia coli	E. coli	strain: EC96	562	ASM1436128v1	GCF_014361285.1	RefSeq	GCF_014361285.1-RS_2024_06_27	Complete Genome	4461910	4939392	2020-09-01	4911	PRJNA659360	SAMN15903653
Escherichia coli	E. coli	strain: EC931	562	ASM1452222v1	GCF_014522225.1	RefSeq	GCF_014522225.1-RS_2024_06_27	Complete Genome	4767973	5139627	2020-09-10	5107	PRJNA608094	SAMN14164122
Escherichia coli	E. coli	strain: UPEC_U013	562	ASM1452224v1	GCF_014522245.1	RefSeq	GCF_014522245.1-RS_2024_06_27	Complete Genome	5203972	5203972	2020-09-10	5064	PRJNA643643	SAMN15421091
Escherichia coli	E. coli	strain: DA61218	562	ASM1454104v1	GCF_014541045.1	RefSeq	GCF_014541045.1-RS_2024_06_27	Complete Genome	5117558	5234024	2020-09-15	5060	PRJNA662022	SAMN16073343
Escherichia coli	E. coli	strain: EC93	562	ASM1460587v1	GCF_014605875.1	RefSeq	GCF_014605875.1-RS_2024_06_27	Complete Genome	4825910	4953366	2020-09-16	4762	PRJNA658456	SAMN15871861
Escherichia coli	E. coli	strain: RM9872-C1	562	ASM1460751v1	GCF_014607515.1	RefSeq	GCF_014607515.1-RS_2024_06_27	Complete Genome	5385904	5475422	2020-09-16	5420	PRJNA483500	SAMN07977663
Escherichia coli O145		strain: RM10425-C1	1055538	ASM1460753v1	GCF_014607535.1	RefSeq	GCF_014607535.1-RS_2024_06_27	Complete Genome	5343037	5432556	2020-09-16	5372	PRJNA483500	SAMN09742415
Escherichia coli O145		strain: RM8995-C1	1055538	ASM1460755v1	GCF_014607555.1	RefSeq	GCF_014607555.1-RS_2024_06_27	Complete Genome	5457980	5546727	2020-09-16	5530	PRJNA483500	SAMN09742410
Escherichia coli O145		strain: RM12522-C8	1055538	ASM1460757v1	GCF_014607575.1	RefSeq	GCF_014607575.1-RS_2024_06_27	Complete Genome	5418923	5505797	2020-09-16	5463	PRJNA483500	SAMN10887318
Escherichia coli	E. coli	strain: LD67-1	562	ASM1462272v1	GCF_014622725.1	RefSeq	GCF_014622725.1-RS_2024_06_27	Complete Genome	5023887	5412910	2020-09-14	5190	PRJNA661386	SAMN16056871
Escherichia coli O145		strain: RM12275-C1	1055538	ASM1462296v1	GCF_014622965.1	RefSeq	GCF_014622965.1-RS_2024_06_27	Complete Genome	5408598	5497342	2020-09-16	5482	PRJNA483500	SAMN09742416
Escherichia coli O145		strain: RM8843-C1	1055538	ASM1462298v1	GCF_014622985.1	RefSeq	GCF_014622985.1-RS_2024_06_27	Complete Genome	5458415	5547167	2020-09-16	5521	PRJNA483500	SAMN10887315
Escherichia coli O145		strain: RM8988-C1	1055538	ASM1462318v1	GCF_014623185.1	RefSeq	GCF_014623185.1-RS_2024_06_27	Complete Genome	5458186	5546938	2020-09-16	5524	PRJNA483500	SAMN10887316
Escherichia coli O145		strain: RM11626-C1	1055538	ASM1462320v1	GCF_014623205.1	RefSeq	GCF_014623205.1-RS_2024_06_27	Complete Genome	5419044	5505919	2020-09-16	5462	PRJNA483500	SAMN10887317
Escherichia coli O145		strain: RM9154-C1	1055538	ASM1462322v1	GCF_014623225.1	RefSeq	GCF_014623225.1-RS_2024_06_27	Complete Genome	5205721	5576061	2020-09-16	5529	PRJNA483500	SAMN09742411
Escherichia coli O145		strain: RM9467-C1	1055538	ASM1462324v1	GCF_014623245.1	RefSeq	GCF_014623245.1-RS_2024_06_27	Complete Genome	5385895	5475413	2020-09-16	5419	PRJNA483500	SAMN09742412
Escherichia coli O145		strain: RM12367-C1	1055538	ASM1462340v1	GCF_014623405.1	RefSeq	GCF_014623405.1-RS_2024_06_27	Complete Genome	5472396	5563227	2020-09-16	5552	PRJNA483500	SAMN09742414
Escherichia coli O145		strain: RM9873-C1	1055538	ASM1462342v1	GCF_014623425.1	RefSeq	GCF_014623425.1-RS_2024_06_27	Complete Genome	5385819	5475334	2020-09-16	5418	PRJNA483500	SAMN09742413
Escherichia coli	E. coli	strain: M11957	562	ASM1465660v1	GCF_014656605.1	RefSeq	GCF_014656605.1-RS_2024_06_27	Complete Genome	4901256	5037044	2020-09-19	4910	PRJNA662169	SAMN16077359
Escherichia coli	E. coli	strain: M00057	562	ASM1465662v1	GCF_014656625.1	RefSeq	GCF_014656625.1-RS_2024_06_27	Complete Genome	4902711	5040622	2020-09-19	4902	PRJNA662169	SAMN16077358
Escherichia coli	E. coli	strain: HUE1	562	ASM1467932v1	GCF_014679325.1	RefSeq	GCF_014679325.1-RS_2024_06_27	Complete Genome	4557972	4742352	2020-09-09	4609	PRJDB10417	SAMD00241721
Escherichia coli	E. coli	strain: WEM25	562	ASM1470596v1	GCF_014705965.1	RefSeq	GCF_014705965.1-RS_2024_06_27	Complete Genome	4669945	4875160	2020-09-23	4819	PRJNA655572	SAMN15743069
Escherichia coli O15:H12		strain: 2273-PO3	2773704	ASM1477065v1	GCF_014770655.1	RefSeq	GCF_014770655.1-RS_2024_06_27	Complete Genome	5029424	5274628	2020-09-28	5211	PRJNA663878	SAMN16183875
Escherichia coli O18ac:H14		strain: 873.10	2773705	ASM1477089v1	GCF_014770895.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4797000	5293395	2020-09-28	5266	PRJNA663878	SAMN16183874
Escherichia coli O68:H12		strain: 97.3	2773706	ASM1477105v1	GCF_014771055.1	RefSeq	GCF_014771055.1-RS_2024_06_27	Complete Genome	4795009	5135698	2020-09-28	5080	PRJNA663878	SAMN16183872
Escherichia coli O19:H7		strain: 730V1	2773707	ASM1477127v1	GCF_014771275.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5113454	5217997	2020-09-28	5269	PRJNA663878	SAMN16183873
Escherichia coli	E. coli	strain: SMBL	562	ASM1480580v1	GCF_014805805.1	RefSeq	GCF_014805805.1-RS_2024_06_27	Complete Genome	4949557	5024336	2020-09-30	4862	PRJNA664712	SAMN16231001
Escherichia coli	E. coli	strain: 20R2R	562	ASM1482584v1	GCF_014825845.1	RefSeq	GCF_014825845.1-RS_2024_06_27	Complete Genome	5498557	5603401	2020-09-30	5620	PRJNA294158	SAMN16202109
Escherichia coli	E. coli	strain: JS316	562	ASM1482601v1	GCF_014826015.1	RefSeq	GCF_014826015.1-RS_2024_06_27	Complete Genome	4718403	4939208	2020-09-30	4859	PRJNA644256	SAMN15455438
Escherichia coli	E. coli	strain: C311	562	ASM1485457v1	GCF_014854575.1	RefSeq	GCF_014854575.1-RS_2024_06_27	Complete Genome	5165639	5358674	2020-10-06	5310	PRJNA666127	SAMN16279676
Escherichia coli	E. coli	strain: L3Cip3	562	ASM1485463v1	GCF_014854635.1	RefSeq	GCF_014854635.1-RS_2024_06_27	Complete Genome	4932828	5331255	2020-10-06	5304	PRJNA665137	SAMN16242922
Escherichia coli	E. coli	strain: K_EC180	562	ASM1485467v1	GCF_014854675.1	RefSeq	GCF_014854675.1-RS_2024_06_27	Complete Genome	5017281	5017281	2020-10-06	4923	PRJNA666028	SAMN16277032
Escherichia coli	E. coli	strain: UTI89	562	ASM1485852v1	GCF_014858525.1	RefSeq	GCF_014858525.1-RS_2024_06_27	Complete Genome	5065741	5065741	2020-10-07	4918	PRJNA664911	SAMN16237063
Escherichia coli	E. coli	strain: AML001_ev03	562	ASM1486362v1	GCF_014863625.1	RefSeq	GCF_014863625.1-RS_2024_06_27	Complete Genome	4631469	4631469	2020-10-08	4523	PRJNA666010	SAMN16090674
Escherichia coli	E. coli	strain: AML001_ev02	562	ASM1486364v1	GCF_014863645.1	RefSeq	GCF_014863645.1-RS_2024_06_27	Complete Genome	4632668	4632668	2020-10-08	4523	PRJNA666010	SAMN16090673
Escherichia coli	E. coli	strain: AML001_ev01	562	ASM1486366v1	GCF_014863665.1	RefSeq	GCF_014863665.1-RS_2024_06_27	Complete Genome	4632668	4632668	2020-10-08	4523	PRJNA666010	SAMN16090672
Escherichia coli	E. coli	strain: AML001_par	562	ASM1486368v1	GCF_014863685.1	RefSeq	GCF_014863685.1-RS_2024_06_27	Complete Genome	4631469	4631469	2020-10-08	4523	PRJNA666010	SAMN16090671
Escherichia coli	E. coli	strain: AML003_ev03	562	ASM1486370v1	GCF_014863705.1	RefSeq	GCF_014863705.1-RS_2024_06_27	Complete Genome	4632676	4632676	2020-10-08	4523	PRJNA666010	SAMN16090670
Escherichia coli	E. coli	strain: AML003_ev02	562	ASM1486372v1	GCF_014863725.1	RefSeq	GCF_014863725.1-RS_2024_06_27	Complete Genome	4631469	4631469	2020-10-08	4522	PRJNA666010	SAMN16090669
Escherichia coli	E. coli	strain: AML003_ev01	562	ASM1486374v1	GCF_014863745.1	RefSeq	GCF_014863745.1-RS_2024_06_27	Complete Genome	4631468	4631468	2020-10-08	4522	PRJNA666010	SAMN16090668
Escherichia coli	E. coli	strain: AML002_ev03	562	ASM1486376v1	GCF_014863765.1	RefSeq	GCF_014863765.1-RS_2024_06_27	Complete Genome	4632672	4632672	2020-10-08	4524	PRJNA666010	SAMN16090666
Escherichia coli	E. coli	strain: AML003_par	562	ASM1486378v1	GCF_014863785.1	RefSeq	GCF_014863785.1-RS_2024_06_27	Complete Genome	4631469	4631469	2020-10-08	4522	PRJNA666010	SAMN16090667
Escherichia coli	E. coli	strain: AML002_ev02	562	ASM1486380v1	GCF_014863805.1	RefSeq	GCF_014863805.1-RS_2024_06_27	Complete Genome	4631470	4631470	2020-10-08	4522	PRJNA666010	SAMN16090665
Escherichia coli	E. coli	strain: AML002_ev01	562	ASM1486382v1	GCF_014863825.1	RefSeq	GCF_014863825.1-RS_2024_06_27	Complete Genome	4632668	4632668	2020-10-08	4524	PRJNA666010	SAMN16090664
Escherichia coli	E. coli	strain: AML002_par	562	ASM1486384v1	GCF_014863845.1	RefSeq	GCF_014863845.1-RS_2024_06_27	Complete Genome	4631469	4631469	2020-10-08	4522	PRJNA666010	SAMN16090663
Escherichia coli	E. coli	strain: 188B	562	ASM1489861v1	GCF_014898615.1	RefSeq	GCF_014898615.1-RS_2024_06_27	Chromosome	25399	5133811	2020-10-20	4486	PRJNA666802	SAMN16330218
Escherichia coli	E. coli	strain: 188	562	ASM1489863v1	GCF_014898635.1	RefSeq	GCF_014898635.1-RS_2024_06_27	Chromosome	27926	5133298	2020-10-20	4390	PRJNA666802	SAMN16327877
Escherichia coli	E. coli	strain: NT1N34	562	ASM1490413v2	GCF_014904135.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4581520	4777969	2021-05-28	4657	PRJNA663118	SAMN16120650
Escherichia coli	E. coli	strain: NT1W25	562	ASM1490414v2	GCF_014904145.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4681062	4873400	2021-05-28	4722	PRJNA663118	SAMN16120652
Escherichia coli	E. coli	strain: NT1N28	562	ASM1490417v2	GCF_014904175.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4656921	4914062	2021-05-28	4743	PRJNA663118	SAMN16120648
Escherichia coli	E. coli	strain: NT1W22	562	ASM1490418v2	GCF_014904185.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4756823	4862371	2021-05-28	4771	PRJNA663118	SAMN16120651
Escherichia coli	E. coli	strain: NT1N31	562	ASM1490421v2	GCF_014904215.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4582497	4779075	2021-05-28	4658	PRJNA663118	SAMN16120649
Escherichia coli	E. coli	strain: NT1N25	562	ASM1490423v2	GCF_014904235.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4678425	4871057	2021-05-28	4707	PRJNA663118	SAMN16120647
Escherichia coli	E. coli	strain: NT1F34	562	ASM1490426v2	GCF_014904265.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4658215	4896982	2021-05-28	4732	PRJNA663118	SAMN16120645
Escherichia coli	E. coli	strain: NT1F25	562	ASM1490431v2	GCF_014904315.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4617056	4739619	2021-05-28	4698	PRJNA663118	SAMN16120643
Escherichia coli	E. coli	strain: NT1F10	562	ASM1490443v2	GCF_014904435.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4707566	5001593	2021-05-28	4940	PRJNA663118	SAMN16120638
Escherichia coli UTI89		strain: UTI89	364106	ASM1493087v1	GCF_014930875.1	RefSeq	GCF_014930875.1-RS_2024_06_27	Complete Genome	5065741	5065741	2020-10-25	4918	PRJNA666979	SAMN16339622
Escherichia coli	E. coli	strain: KC-Dl-1	562	ASM1493091v1	GCF_014930915.1	RefSeq	GCF_014930915.1-RS_2024_06_27	Complete Genome	5305214	5305214	2020-10-26	5181	PRJNA667970	SAMN16393114
Escherichia coli	E. coli	strain: M7424	562	ASM1496256v1	GCF_014962565.1	RefSeq	GCF_014962565.1-RS_2024_06_27	Complete Genome	4866010	5154279	2020-10-27	5032	PRJNA662169	SAMN16435111
Escherichia coli	E. coli	strain: ERP001	562	ASM1503326v1	GCF_015033265.1	RefSeq	GCF_015033265.1-RS_2024_06_27	Complete Genome	4990420	4990420	2020-10-28	4866	PRJNA668015	SAMN16393371
Escherichia coli	E. coli	strain: STW0522-31	562	ASM1513535v1	GCF_015135355.1	RefSeq	GCF_015135355.1-RS_2024_06_27	Complete Genome	4783805	4869410	2020-10-08	4712	PRJDB9036	SAMD00195871
Escherichia coli	E. coli	strain: STN0717-11	562	ASM1513671v1	GCF_015136715.1	RefSeq	GCF_015136715.1-RS_2024_06_27	Complete Genome	5071982	5172464	2020-10-08	4988	PRJDB9036	SAMD00195931
